
---------- Begin Simulation Statistics ----------
simSeconds                                   0.062394                       # Number of seconds simulated (Second)
simTicks                                  62393801064                       # Number of ticks simulated (Tick)
finalTick                                 62393801064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1091.89                       # Real time elapsed on the host (Second)
hostTickRate                                 57142731                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     715808                       # Number of bytes of host memory used (Byte)
simInsts                                    430328309                       # Number of instructions simulated (Count)
simOps                                      430330095                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394112                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     394113                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       167534643                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      258098810                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    5185                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     252910974                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 40709                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            11968799                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          9462959                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                892                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          167296497                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.511753                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.847162                       # Number of insts issued each cycle (Count)
system.cpu1.l2.ReadExReq.mshrMissLatency::cpu1.data   2423418102                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadExReq.mshrMissLatency::total   2423418102                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadExReq.mshrMissRate::cpu1.data     0.591303                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu1.l2.ReadExReq.mshrMissRate::total     0.591303                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu1.l2.ReadExReq.avgMshrMissLatency::cpu1.data 94351.493167                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadExReq.avgMshrMissLatency::total 94351.493167                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadSharedReq.hits::cpu1.data      1214635                       # number of ReadSharedReq hits (Count)
system.cpu1.l2.ReadSharedReq.hits::total      1214635                       # number of ReadSharedReq hits (Count)
system.cpu1.l2.ReadSharedReq.misses::cpu1.data        66104                       # number of ReadSharedReq misses (Count)
system.cpu1.l2.ReadSharedReq.misses::total        66104                       # number of ReadSharedReq misses (Count)
system.cpu1.l2.ReadSharedReq.missLatency::cpu1.data   4680842270                       # number of ReadSharedReq miss ticks (Tick)
system.cpu1.l2.ReadSharedReq.missLatency::total   4680842270                       # number of ReadSharedReq miss ticks (Tick)
system.cpu1.l2.ReadSharedReq.accesses::cpu1.data      1280739                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadSharedReq.accesses::total      1280739                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadSharedReq.missRate::cpu1.data     0.051614                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu1.l2.ReadSharedReq.missRate::total     0.051614                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu1.l2.ReadSharedReq.avgMissLatency::cpu1.data 70810.272752                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu1.l2.ReadSharedReq.avgMissLatency::total 70810.272752                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu1.l2.ReadSharedReq.mshrMisses::cpu1.data        66104                       # number of ReadSharedReq MSHR misses (Count)
system.cpu1.l2.ReadSharedReq.mshrMisses::total        66104                       # number of ReadSharedReq MSHR misses (Count)
system.cpu1.l2.ReadSharedReq.mshrMissLatency::cpu1.data   4208859710                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadSharedReq.mshrMissLatency::total   4208859710                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadSharedReq.mshrMissRate::cpu1.data     0.051614                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu1.l2.ReadSharedReq.mshrMissRate::total     0.051614                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu1.l2.ReadSharedReq.avgMshrMissLatency::cpu1.data 63670.272752                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadSharedReq.avgMshrMissLatency::total 63670.272752                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeFailReq.missLatency::cpu1.data        44268                       # number of SCUpgradeFailReq miss ticks (Tick)
system.cpu1.l2.SCUpgradeFailReq.missLatency::total        44268                       # number of SCUpgradeFailReq miss ticks (Tick)
system.cpu1.l2.SCUpgradeFailReq.avgMissLatency::cpu1.data          inf                       # average SCUpgradeFailReq miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeFailReq.avgMissLatency::total          inf                       # average SCUpgradeFailReq miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeFailReq.mshrMissLatency::cpu1.data        37128                       # number of SCUpgradeFailReq MSHR miss ticks (Tick)
system.cpu1.l2.SCUpgradeFailReq.mshrMissLatency::total        37128                       # number of SCUpgradeFailReq MSHR miss ticks (Tick)
system.cpu1.l2.SCUpgradeFailReq.avgMshrMissLatency::cpu1.data          inf                       # average SCUpgradeFailReq mshr miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeFailReq.avgMshrMissLatency::total          inf                       # average SCUpgradeFailReq mshr miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeReq.misses::cpu1.data          161                       # number of SCUpgradeReq misses (Count)
system.cpu1.l2.SCUpgradeReq.misses::total          161                       # number of SCUpgradeReq misses (Count)
system.cpu1.l2.SCUpgradeReq.missLatency::cpu1.data      4085151                       # number of SCUpgradeReq miss ticks (Tick)
system.cpu1.l2.SCUpgradeReq.missLatency::total      4085151                       # number of SCUpgradeReq miss ticks (Tick)
system.cpu1.l2.SCUpgradeReq.accesses::cpu1.data          161                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.cpu1.l2.SCUpgradeReq.accesses::total          161                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.cpu1.l2.SCUpgradeReq.missRate::cpu1.data            1                       # miss rate for SCUpgradeReq accesses (Ratio)
system.cpu1.l2.SCUpgradeReq.missRate::total            1                       # miss rate for SCUpgradeReq accesses (Ratio)
system.cpu1.l2.SCUpgradeReq.avgMissLatency::cpu1.data 25373.608696                       # average SCUpgradeReq miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeReq.avgMissLatency::total 25373.608696                       # average SCUpgradeReq miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeReq.mshrMisses::cpu1.data          161                       # number of SCUpgradeReq MSHR misses (Count)
system.cpu1.l2.SCUpgradeReq.mshrMisses::total          161                       # number of SCUpgradeReq MSHR misses (Count)
system.cpu1.l2.SCUpgradeReq.mshrMissLatency::cpu1.data      2942751                       # number of SCUpgradeReq MSHR miss ticks (Tick)
system.cpu1.l2.SCUpgradeReq.mshrMissLatency::total      2942751                       # number of SCUpgradeReq MSHR miss ticks (Tick)
system.cpu1.l2.SCUpgradeReq.mshrMissRate::cpu1.data            1                       # mshr miss rate for SCUpgradeReq accesses (Ratio)
system.cpu1.l2.SCUpgradeReq.mshrMissRate::total            1                       # mshr miss rate for SCUpgradeReq accesses (Ratio)
system.cpu1.l2.SCUpgradeReq.avgMshrMissLatency::cpu1.data 18277.956522                       # average SCUpgradeReq mshr miss latency ((Tick/Count))
system.cpu1.l2.SCUpgradeReq.avgMshrMissLatency::total 18277.956522                       # average SCUpgradeReq mshr miss latency ((Tick/Count))
system.cpu1.l2.UpgradeReq.hits::cpu1.data         2390                       # number of UpgradeReq hits (Count)
system.cpu1.l2.UpgradeReq.hits::total            2390                       # number of UpgradeReq hits (Count)
system.cpu1.l2.UpgradeReq.misses::cpu1.data          403                       # number of UpgradeReq misses (Count)
system.cpu1.l2.UpgradeReq.misses::total           403                       # number of UpgradeReq misses (Count)
system.cpu1.l2.UpgradeReq.missLatency::cpu1.data     10688936                       # number of UpgradeReq miss ticks (Tick)
system.cpu1.l2.UpgradeReq.missLatency::total     10688936                       # number of UpgradeReq miss ticks (Tick)
system.cpu1.l2.UpgradeReq.accesses::cpu1.data         2793                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu1.l2.UpgradeReq.accesses::total         2793                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu1.l2.UpgradeReq.missRate::cpu1.data     0.144289                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu1.l2.UpgradeReq.missRate::total     0.144289                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu1.l2.UpgradeReq.avgMissLatency::cpu1.data 26523.414392                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu1.l2.UpgradeReq.avgMissLatency::total 26523.414392                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu1.l2.UpgradeReq.mshrMisses::cpu1.data          403                       # number of UpgradeReq MSHR misses (Count)
system.cpu1.l2.UpgradeReq.mshrMisses::total          403                       # number of UpgradeReq MSHR misses (Count)
system.cpu1.l2.UpgradeReq.mshrMissLatency::cpu1.data      7825796                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu1.l2.UpgradeReq.mshrMissLatency::total      7825796                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu1.l2.UpgradeReq.mshrMissRate::cpu1.data     0.144289                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu1.l2.UpgradeReq.mshrMissRate::total     0.144289                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu1.l2.UpgradeReq.avgMshrMissLatency::cpu1.data 19418.848635                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu1.l2.UpgradeReq.avgMshrMissLatency::total 19418.848635                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu1.l2.WritebackClean.hits::writebacks           19                       # number of WritebackClean hits (Count)
system.cpu1.l2.WritebackClean.hits::total           19                       # number of WritebackClean hits (Count)
system.cpu1.l2.WritebackClean.accesses::writebacks           19                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu1.l2.WritebackClean.accesses::total           19                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu1.l2.WritebackDirty.hits::writebacks      1281942                       # number of WritebackDirty hits (Count)
system.cpu1.l2.WritebackDirty.hits::total      1281942                       # number of WritebackDirty hits (Count)
system.cpu1.l2.WritebackDirty.accesses::writebacks      1281942                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu1.l2.WritebackDirty.accesses::total      1281942                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu1.l2.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.l2.tags.tagsInUse            19730.281688                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.l2.tags.totalRefs                 2652434                       # Total number of references to valid blocks. (Count)
system.cpu1.l2.tags.sampledRefs                 94157                       # Sample count of references to valid blocks. (Count)
system.cpu1.l2.tags.avgRefs                 28.170333                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.l2.tags.warmupTick            23712539046                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.l2.tags.occupancies::writebacks   333.041096                       # Average occupied blocks per tick, per requestor ((Count/Tick))
